Fecha,CLOSE,,,,,,
29/03/2020,"5,892.60",,,,,,
28/03/2020,"6,249.30",,,,,,
27/03/2020,"6,370.00",,,,,,
26/03/2020,"6,750.70",,,,,,
25/03/2020,"6,688.20",,,,,,
24/03/2020,"6,762.00",,,,,,
23/03/2020,"6,491.20",,,,,,
22/03/2020,"5,827.00",,,,,,
21/03/2020,"6,201.80",,,,,,
20/03/2020,"6,205.80",,,,,,
19/03/2020,"6,173.40",,,,,,
18/03/2020,"5,416.20",,,,,,
17/03/2020,"5,345.20",,,,,,
16/03/2020,"5,058.50",,,,,,
15/03/2020,"5,383.20",,,,,,
14/03/2020,"5,218.20",,,,,,
13/03/2020,"5,625.40",,,,,,
12/03/2020,"4,927.00",,,,,,
11/03/2020,"7,969.60",,,,,,
10/03/2020,"7,913.80",,,,,,
09/03/2020,"7,967.30",,,,,,
08/03/2020,"8,074.00",,,,,,
07/03/2020,"8,919.00",,,,,,
06/03/2020,"9,180.60",,,,,,
05/03/2020,"9,090.80",,,,,,
04/03/2020,"8,788.60",,,,,,
03/03/2020,"8,791.10",,,,,,
02/03/2020,"8,938.10",,,,,,
01/03/2020,"8,486.90",,,,,,
29/02/2020,"8,557.30",,,,,,
28/02/2020,"8,728.00",,,,,,
27/02/2020,"8,825.80",,,,,,
26/02/2020,"8,813.20",,,,,,
25/02/2020,"9,327.50",,,,,,
24/02/2020,"9,674.10",,,,,,
23/02/2020,"9,985.00",,,,,,
22/02/2020,"9,662.40",,,,,,
21/02/2020,"9,693.50",,,,,,
20/02/2020,"9,608.10",,,,,,
19/02/2020,"9,592.20",,,,,,
18/02/2020,"10,183.00",,,,,,
17/02/2020,"9,708.00",,,,,,
16/02/2020,"9,929.70",,,,,,
15/02/2020,"9,901.00",,,,,,
14/02/2020,"10,335.00",,,,,,
13/02/2020,"10,222.00",,,,,,
12/02/2020,"10,339.00",,,,,,
11/02/2020,"10,247.00",,,,,,
10/02/2020,"9,850.20",,,,,,
09/02/2020,"10,151.00",,,,,,
08/02/2020,"9,877.20",,,,,,
07/02/2020,"9,805.20",,,,,,
06/02/2020,"9,744.90",,,,,,
05/02/2020,"9,612.00",,,,,,
04/02/2020,"9,197.40",,,,,,
03/02/2020,"9,309.30",,,,,,
02/02/2020,"9,353.10",,,,,,
01/02/2020,"9,410.60",,,,,,
31/01/2020,"9,367.40",,,,,,
30/01/2020,"9,512.70",,,,,,
29/01/2020,"9,304.20",,,,,,
28/01/2020,"9,393.70",,,,,,
27/01/2020,"8,912.00",,,,,,
26/01/2020,"8,621.60",,,,,,
25/01/2020,"8,353.70",,,,,,
24/01/2020,"8,447.10",,,,,,
23/01/2020,"8,403.50",,,,,,
22/01/2020,"8,663.90",,,,,,
21/01/2020,"8,734.10",,,,,,
20/01/2020,"8,638.20",,,,,,
19/01/2020,"8,694.00",,,,,,
18/01/2020,"8,891.50",,,,,,
17/01/2020,"8,875.40",,,,,,
16/01/2020,"8,720.60",,,,,,
15/01/2020,"8,807.70",,,,,,
14/01/2020,"8,775.60",,,,,,
13/01/2020,"8,094.50",,,,,,
12/01/2020,"8,174.70",,,,,,
11/01/2020,"8,013.80",,,,,,
10/01/2020,"8,176.30",,,,,,
09/01/2020,"7,817.50",,,,,,
08/01/2020,"8,036.80",,,,,,
07/01/2020,"8,150.00",,,,,,
06/01/2020,"7,757.90",,,,,,
05/01/2020,"7,364.60",,,,,,
04/01/2020,"7,369.80",,,,,,
03/01/2020,"7,367.50",,,,,,
02/01/2020,"6,989.40",,,,,,
01/01/2020,"7,212.70",,,,,,
31/12/2019,"7,208.30",,,,,,
30/12/2019,"7,260.90",,,,,,
29/12/2019,"7,417.90",,,,,,
28/12/2019,"7,334.40",,,,,,
27/12/2019,"7,287.00",,,,,,
26/12/2019,"7,232.40",,,,,,
25/12/2019,"7,220.10",,,,,,
24/12/2019,"7,276.90",,,,,,
23/12/2019,"7,347.40",,,,,,
22/12/2019,"7,532.00",,,,,,
21/12/2019,"7,166.40",,,,,,
20/12/2019,"7,212.90",,,,,,
19/12/2019,"7,181.80",,,,,,
18/12/2019,"7,323.40",,,,,,
17/12/2019,"6,667.10",,,,,,
16/12/2019,"6,926.80",,,,,,
15/12/2019,"7,152.70",,,,,,
14/12/2019,"7,100.80",,,,,,
13/12/2019,"7,283.20",,,,,,
12/12/2019,"7,224.00",,,,,,
11/12/2019,"7,230.70",,,,,,
10/12/2019,"7,254.60",,,,,,
09/12/2019,"7,379.50",,,,,,
08/12/2019,"7,564.60",,,,,,
07/12/2019,"7,543.20",,,,,,
06/12/2019,"7,588.30",,,,,,
05/12/2019,"7,440.00",,,,,,
04/12/2019,"7,238.20",,,,,,
03/12/2019,"7,336.00",,,,,,
02/12/2019,"7,350.30",,,,,,
01/12/2019,"7,450.10",,,,,,
30/11/2019,"7,599.90",,,,,,
29/11/2019,"7,796.60",,,,,,
28/11/2019,"7,460.80",,,,,,
27/11/2019,"7,549.30",,,,,,
26/11/2019,"7,198.30",,,,,,
25/11/2019,"7,168.00",,,,,,
24/11/2019,"6,965.30",,,,,,
23/11/2019,"7,352.60",,,,,,
22/11/2019,"7,323.00",,,,,,
21/11/2019,"7,671.10",,,,,,
20/11/2019,"8,126.40",,,,,,
19/11/2019,"8,164.90",,,,,,
18/11/2019,"8,219.50",,,,,,
17/11/2019,"8,537.30",,,,,,
16/11/2019,"8,523.50",,,,,,
15/11/2019,"8,495.80",,,,,,
14/11/2019,"8,655.70",,,,,,
13/11/2019,"8,801.10",,,,,,
12/11/2019,"8,830.00",,,,,,
11/11/2019,"8,737.70",,,,,,
10/11/2019,"9,068.40",,,,,,
09/11/2019,"8,828.00",,,,,,
08/11/2019,"8,782.40",,,,,,
07/11/2019,"9,208.00",,,,,,
06/11/2019,"9,353.00",,,,,,
05/11/2019,"9,333.90",,,,,,
04/11/2019,"9,441.20",,,,,,
03/11/2019,"9,222.40",,,,,,
02/11/2019,"9,332.10",,,,,,
01/11/2019,"9,289.10",,,,,,
31/10/2019,"9,185.60",,,,,,
30/10/2019,"9,184.30",,,,,,
29/10/2019,"9,445.50",,,,,,
28/10/2019,"9,225.70",,,,,,
27/10/2019,"9,571.80",,,,,,
26/10/2019,"9,270.90",,,,,,
25/10/2019,"8,679.10",,,,,,
24/10/2019,"7,453.00",,,,,,
23/10/2019,"7,493.70",,,,,,
22/10/2019,"8,058.90",,,,,,
21/10/2019,"8,243.90",,,,,,
20/10/2019,"8,260.60",,,,,,
19/10/2019,"7,992.90",,,,,,
18/10/2019,"7,987.20",,,,,,
17/10/2019,"8,092.30",,,,,,
16/10/2019,"8,016.00",,,,,,
15/10/2019,"8,191.10",,,,,,
14/10/2019,"8,370.00",,,,,,
13/10/2019,"8,305.70",,,,,,
12/10/2019,"8,318.30",,,,,,
11/10/2019,"8,280.00",,,,,,
10/10/2019,"8,596.00",,,,,,
09/10/2019,"8,607.50",,,,,,
08/10/2019,"8,211.20",,,,,,
07/10/2019,"8,227.00",,,,,,
06/10/2019,"7,883.10",,,,,,
05/10/2019,"8,162.50",,,,,,
04/10/2019,"8,170.00",,,,,,
03/10/2019,"8,257.90",,,,,,
02/10/2019,"8,413.40",,,,,,
01/10/2019,"8,334.90",,,,,,
30/09/2019,"8,331.10",,,,,,
29/09/2019,"8,090.00",,,,,,
28/09/2019,"8,238.60",,,,,,
27/09/2019,"8,213.40",,,,,,
26/09/2019,"8,103.60",,,,,,
25/09/2019,"8,474.70",,,,,,
24/09/2019,"8,547.90",,,,,,
23/09/2019,"9,702.60",,,,,,
22/09/2019,"10,052.00",,,,,,
21/09/2019,"10,013.00",,,,,,
20/09/2019,"10,198.00",,,,,,
19/09/2019,"10,301.00",,,,,,
18/09/2019,"10,185.00",,,,,,
17/09/2019,"10,214.10",,,,,,
16/09/2019,"10,295.00",,,,,,
15/09/2019,"10,322.00",,,,,,
14/09/2019,"10,379.00",,,,,,
13/09/2019,"10,374.00",,,,,,
12/09/2019,"10,452.00",,,,,,
11/09/2019,"10,175.00",,,,,,
10/09/2019,"10,122.00",,,,,,
09/09/2019,"10,318.00",,,,,,
08/09/2019,"10,415.00",,,,,,
07/09/2019,"10,488.00",,,,,,
06/09/2019,"10,317.00",,,,,,
05/09/2019,"10,578.70",,,,,,
04/09/2019,"10,590.00",,,,,,
03/09/2019,"10,641.00",,,,,,
02/09/2019,"10,388.00",,,,,,
01/09/2019,"9,779.10",,,,,,
31/08/2019,"9,623.90",,,,,,
30/08/2019,"9,601.00",,,,,,
29/08/2019,"9,509.00",,,,,,
28/08/2019,"9,727.40",,,,,,
27/08/2019,"10,184.00",,,,,,
26/08/2019,"10,377.00",,,,,,
25/08/2019,"10,132.00",,,,,,
24/08/2019,"10,152.00",,,,,,
23/08/2019,"10,408.00",,,,,,
22/08/2019,"10,117.00",,,,,,
21/08/2019,"10,146.00",,,,,,
20/08/2019,"10,793.00",,,,,,
19/08/2019,"10,937.00",,,,,,
18/08/2019,"10,327.00",,,,,,
17/08/2019,"10,228.00",,,,,,
16/08/2019,"10,366.00",,,,,,
15/08/2019,"10,327.00",,,,,,
14/08/2019,"10,067.00",,,,,,
13/08/2019,"10,904.00",,,,,,
12/08/2019,"11,404.00",,,,,,
11/08/2019,"11,586.00",,,,,,
10/08/2019,"11,314.00",,,,,,
09/08/2019,"11,893.00",,,,,,
08/08/2019,"12,060.00",,,,,,
07/08/2019,"11,997.00",,,,,,
06/08/2019,"11,471.20",,,,,,
05/08/2019,"11,808.00",,,,,,
04/08/2019,"10,973.00",,,,,,
03/08/2019,"10,822.00",,,,,,
02/08/2019,"10,519.00",,,,,,
01/08/2019,"10,399.00",,,,,,
31/07/2019,"10,088.00",,,,,,
30/07/2019,"9,589.00",,,,,,
29/07/2019,"9,507.00",,,,,,
28/07/2019,"9,519.00",,,,,,
27/07/2019,"9,465.70",,,,,,
26/07/2019,"9,842.50",,,,,,
25/07/2019,"9,890.10",,,,,,
24/07/2019,"9,771.00",,,,,,
23/07/2019,"9,854.90",,,,,,
22/07/2019,"10,329.00",,,,,,
21/07/2019,"10,569.40",,,,,,
20/07/2019,"10,740.00",,,,,,
19/07/2019,"10,519.00",,,,,,
18/07/2019,"10,622.00",,,,,,
17/07/2019,"9,683.20",,,,,,
16/07/2019,"9,410.00",,,,,,
15/07/2019,"10,820.00",,,,,,
14/07/2019,"10,206.80",,,,,,
13/07/2019,"11,312.00",,,,,,
12/07/2019,"11,765.00",,,,,,
11/07/2019,"11,340.00",,,,,,
10/07/2019,"12,093.00",,,,,,
09/07/2019,"12,553.00",,,,,,
08/07/2019,"12,301.00",,,,,,
07/07/2019,"11,486.00",,,,,,
06/07/2019,"11,283.00",,,,,,
05/07/2019,"10,998.00",,,,,,
04/07/2019,"11,169.00",,,,,,
03/07/2019,"11,984.00",,,,,,
02/07/2019,"10,866.00",,,,,,
01/07/2019,"10,639.00",,,,,,
30/06/2019,"10,745.00",,,,,,
29/06/2019,"11,921.00",,,,,,
28/06/2019,"12,349.00",,,,,,
27/06/2019,"11,200.00",,,,,,
26/06/2019,"12,876.00",,,,,,
25/06/2019,"11,751.00",,,,,,
24/06/2019,"11,053.00",,,,,,
23/06/2019,"10,916.00",,,,,,
22/06/2019,"10,747.90",,,,,,
21/06/2019,"10,236.00",,,,,,
20/06/2019,"9,557.10",,,,,,
19/06/2019,"9,305.90",,,,,,
18/06/2019,"9,095.90",,,,,,
17/06/2019,"9,356.00",,,,,,
16/06/2019,"8,986.00",,,,,,
15/06/2019,"8,856.00",,,,,,
14/06/2019,"8,689.10",,,,,,
13/06/2019,"8,227.40",,,,,,
12/06/2019,"8,175.40",,,,,,
11/06/2019,"7,904.10",,,,,,
10/06/2019,"8,013.70",,,,,,
09/06/2019,"7,639.20",,,,,,
08/06/2019,"7,924.60",,,,,,
07/06/2019,"7,991.50",,,,,,
06/06/2019,"7,805.60",,,,,,
05/06/2019,"7,789.30",,,,,,
04/06/2019,"7,692.80",,,,,,
03/06/2019,"8,103.40",,,,,,
02/06/2019,"8,740.00",,,,,,
01/06/2019,"8,547.00",,,,,,
31/05/2019,"8,533.30",,,,,,
30/05/2019,"8,269.90",,,,,,
29/05/2019,"8,680.90",,,,,,
28/05/2019,"8,740.90",,,,,,
27/05/2019,"8,806.00",,,,,,
26/05/2019,"8,729.90",,,,,,
25/05/2019,"8,054.90",,,,,,
24/05/2019,"7,994.90",,,,,,
23/05/2019,"7,872.40",,,,,,
22/05/2019,"7,621.10",,,,,,
21/05/2019,"7,937.00",,,,,,
20/05/2019,"7,985.00",,,,,,
19/05/2019,"8,189.50",,,,,,
18/05/2019,"7,260.00",,,,,,
17/05/2019,"7,415.40",,,,,,
16/05/2019,"7,857.00",,,,,,
15/05/2019,"8,132.90",,,,,,
14/05/2019,"7,958.30",,,,,,
13/05/2019,"7,753.20",,,,,,
12/05/2019,"6,979.90",,,,,,
11/05/2019,"7,136.40",,,,,,
10/05/2019,"6,438.70",,,,,,
09/05/2019,"6,258.40",,,,,,
08/05/2019,"6,201.00",,,,,,
07/05/2019,"6,087.90",,,,,,
06/05/2019,"6,027.90",,,,,,
05/05/2019,"6,042.00",,,,,,
04/05/2019,"6,098.30",,,,,,
03/05/2019,"6,016.00",,,,,,
02/05/2019,"5,723.80",,,,,,
01/05/2019,"5,629.60",,,,,,
30/04/2019,"5,599.50",,,,,,
29/04/2019,"5,480.10",,,,,,
28/04/2019,"5,486.80",,,,,,
27/04/2019,"5,401.80",,,,,,
26/04/2019,"5,410.80",,,,,,
25/04/2019,"5,219.00",,,,,,
24/04/2019,"5,480.30",,,,,,
23/04/2019,"5,550.90",,,,,,
22/04/2019,"5,417.80",,,,,,
21/04/2019,"5,321.90",,,,,,
20/04/2019,"5,340.00",,,,,,
19/04/2019,"5,314.00",,,,,,
18/04/2019,"5,310.80",,,,,,
17/04/2019,"5,254.50",,,,,,
16/04/2019,"5,234.30",,,,,,
15/04/2019,"5,049.20",,,,,,
14/04/2019,"5,194.30",,,,,,
13/04/2019,"5,101.80",,,,,,
12/04/2019,"5,114.00",,,,,,
11/04/2019,"5,065.80",,,,,,
10/04/2019,"5,311.70",,,,,,
09/04/2019,"5,216.30",,,,,,
08/04/2019,"5,312.50",,,,,,
07/04/2019,"5,238.10",,,,,,
06/04/2019,"5,090.50",,,,,,
05/04/2019,"5,080.40",,,,,,
04/04/2019,"4,938.90",,,,,,
03/04/2019,"4,978.00",,,,,,
02/04/2019,"4,927.10",,,,,,
01/04/2019,"4,196.80",,,,,,
31/03/2019,"4,167.60",,,,,,
30/03/2019,"4,165.10",,,,,,
29/03/2019,"4,179.00",,,,,,
28/03/2019,"4,092.60",,,,,,
27/03/2019,"4,102.50",,,,,,
26/03/2019,"3,991.70",,,,,,
25/03/2019,"3,970.00",,,,,,
24/03/2019,"4,041.40",,,,,,
23/03/2019,"4,063.20",,,,,,
22/03/2019,"4,045.30",,,,,,
21/03/2019,"4,044.80",,,,,,
20/03/2019,"4,127.20",,,,,,
19/03/2019,"4,104.70",,,,,,
18/03/2019,"4,073.50",,,,,,
17/03/2019,"4,068.90",,,,,,
16/03/2019,"4,088.00",,,,,,
15/03/2019,"4,003.10",,,,,,
14/03/2019,"3,948.30",,,,,,
13/03/2019,"3,947.90",,,,,,
12/03/2019,"3,954.10",,,,,,
11/03/2019,"3,949.00",,,,,,
10/03/2019,"4,000.00",,,,,,
09/03/2019,"4,017.30",,,,,,
08/03/2019,"3,940.50",,,,,,
07/03/2019,"3,964.70",,,,,,
06/03/2019,"3,951.40",,,,,,
05/03/2019,"3,951.60",,,,,,
04/03/2019,"3,800.00",,,,,,
03/03/2019,"3,884.80",,,,,,
02/03/2019,"3,913.00",,,,,,
01/03/2019,"3,914.00",,,,,,
28/02/2019,"3,894.00",,,,,,
27/02/2019,"3,902.70",,,,,,
26/02/2019,"3,896.80",,,,,,
25/02/2019,"3,921.80",,,,,,
24/02/2019,"3,832.00",,,,,,
23/02/2019,"4,211.70",,,,,,
22/02/2019,"4,058.30",,,,,,
21/02/2019,"4,008.80",,,,,,
20/02/2019,"4,055.00",,,,,,
19/02/2019,"3,989.90",,,,,,
18/02/2019,"3,978.10",,,,,,
17/02/2019,"3,734.50",,,,,,
16/02/2019,"3,676.40",,,,,,
15/02/2019,"3,670.00",,,,,,
14/02/2019,"3,656.70",,,,,,
13/02/2019,"3,666.10",,,,,,
12/02/2019,"3,694.20",,,,,,
11/02/2019,"3,681.10",,,,,,
10/02/2019,"3,746.30",,,,,,
09/02/2019,"3,718.40",,,,,,
08/02/2019,"3,724.00",,,,,,
07/02/2019,"3,436.10",,,,,,
06/02/2019,"3,452.00",,,,,,
05/02/2019,"3,512.60",,,,,,
04/02/2019,"3,490.50",,,,,,
03/02/2019,"3,501.70",,,,,,
02/02/2019,"3,564.30",,,,,,
01/02/2019,"3,536.20",,,,,,
31/01/2019,"3,501.10",,,,,,
30/01/2019,"3,529.60",,,,,,
29/01/2019,"3,477.90",,,,,,
28/01/2019,"3,501.90",,,,,,
27/01/2019,"3,597.10",,,,,,
26/01/2019,"3,630.70",,,,,,
25/01/2019,"3,628.90",,,,,,
24/01/2019,"3,652.60",,,,,,
23/01/2019,"3,619.90",,,,,,
22/01/2019,"3,639.10",,,,,,
21/01/2019,"3,579.40",,,,,,
20/01/2019,"3,586.10",,,,,,
19/01/2019,"3,760.00",,,,,,
18/01/2019,"3,675.70",,,,,,
17/01/2019,"3,723.00",,,,,,
16/01/2019,"3,671.20",,,,,,
15/01/2019,"3,656.50",,,,,,
14/01/2019,"3,749.30",,,,,,
13/01/2019,"3,591.00",,,,,,
12/01/2019,"3,702.00",,,,,,
11/01/2019,"3,716.10",,,,,,
10/01/2019,"3,712.80",,,,,,
09/01/2019,"4,083.20",,,,,,
08/01/2019,"4,100.00",,,,,,
07/01/2019,"4,113.90",,,,,,
06/01/2019,"4,171.50",,,,,,
05/01/2019,"3,911.00",,,,,,
04/01/2019,"3,954.90",,,,,,
03/01/2019,"3,923.20",,,,,,
02/01/2019,"4,048.50",,,,,,
01/01/2019,"3,963.00",,,,,,
31/12/2018,"3,830.50",,,,,,
30/12/2018,"3,978.30",,,,,,
29/12/2018,"3,887.00",,,,,,
28/12/2018,"4,036.70",,,,,,
27/12/2018,"3,714.70",,,,,,
26/12/2018,"3,929.80",,,,,,
25/12/2018,"3,909.70",,,,,,
24/12/2018,"4,145.20",,,,,,
23/12/2018,"4,075.70",,,,,,
22/12/2018,"4,135.00",,,,,,
21/12/2018,"3,976.10",,,,,,
20/12/2018,"4,214.50",,,,,,
19/12/2018,"3,810.00",,,,,,
18/12/2018,"3,780.10",,,,,,
17/12/2018,"3,625.10",,,,,,
16/12/2018,"3,299.90",,,,,,
15/12/2018,"3,285.10",,,,,,
14/12/2018,"3,282.80",,,,,,
13/12/2018,"3,354.40",,,,,,
12/12/2018,"3,535.60",,,,,,
11/12/2018,"3,435.30",,,,,,
10/12/2018,"3,524.90",,,,,,
09/12/2018,"3,639.60",,,,,,
08/12/2018,"3,506.00",,,,,,
07/12/2018,"3,460.00",,,,,,
06/12/2018,"3,531.30",,,,,,
05/12/2018,"3,765.30",,,,,,
04/12/2018,"3,981.90",,,,,,
03/12/2018,"3,901.20",,,,,,
02/12/2018,"4,159.70",,,,,,
01/12/2018,"4,243.00",,,,,,
30/11/2018,"4,038.30",,,,,,
29/11/2018,"4,312.90",,,,,,
28/11/2018,"4,306.30",,,,,,
27/11/2018,"3,884.40",,,,,,
26/11/2018,"3,858.00",,,,,,
25/11/2018,"4,087.80",,,,,,
24/11/2018,"3,929.80",,,,,,
23/11/2018,"4,422.70",,,,,,
22/11/2018,"4,392.40",,,,,,
21/11/2018,"4,666.60",,,,,,
20/11/2018,"4,600.10",,,,,,
19/11/2018,"4,938.10",,,,,,
18/11/2018,"5,659.40",,,,,,
17/11/2018,"5,626.70",,,,,,
16/11/2018,"5,660.50",,,,,,
15/11/2018,"5,753.40",,,,,,
14/11/2018,"5,884.60",,,,,,
13/11/2018,"6,464.40",,,,,,
12/11/2018,"6,446.90",,,,,,
11/11/2018,"6,450.00",,,,,,
10/11/2018,"6,431.10",,,,,,
09/11/2018,"6,420.20",,,,,,
08/11/2018,"6,479.60",,,,,,
07/11/2018,"6,572.70",,,,,,
06/11/2018,"6,515.20",,,,,,
05/11/2018,"6,470.10",,,,,,
04/11/2018,"6,485.20",,,,,,
03/11/2018,"6,387.90",,,,,,
02/11/2018,"6,426.90",,,,,,
01/11/2018,"6,399.70",,,,,,
31/10/2018,"6,368.40",,,,,,
30/10/2018,"6,330.10",,,,,,
29/10/2018,"6,344.00",,,,,,
28/10/2018,"6,490.10",,,,,,
27/10/2018,"6,500.20",,,,,,
26/10/2018,"6,531.50",,,,,,
25/10/2018,"6,528.10",,,,,,
24/10/2018,"6,554.10",,,,,,
23/10/2018,"6,550.00",,,,,,
22/10/2018,"6,567.20",,,,,,
21/10/2018,"6,591.60",,,,,,
20/10/2018,"6,586.70",,,,,,
19/10/2018,"6,527.30",,,,,,
18/10/2018,"6,613.00",,,,,,
17/10/2018,"6,737.10",,,,,,
16/10/2018,"6,754.10",,,,,,
15/10/2018,"6,742.00",,,,,,
14/10/2018,"6,335.20",,,,,,
13/10/2018,"6,326.50",,,,,,
12/10/2018,"6,293.20",,,,,,
11/10/2018,"6,252.00",,,,,,
10/10/2018,"6,630.20",,,,,,
09/10/2018,"6,663.00",,,,,,
08/10/2018,"6,673.20",,,,,,
07/10/2018,"6,601.00",,,,,,
06/10/2018,"6,592.00",,,,,,
05/10/2018,"6,644.70",,,,,,
04/10/2018,"6,580.10",,,,,,
03/10/2018,"6,503.20",,,,,,
02/10/2018,"6,533.30",,,,,,
01/10/2018,"6,601.90",,,,,,
30/09/2018,"6,618.10",,,,,,
29/09/2018,"6,604.60",,,,,,
28/09/2018,"6,635.10",,,,,,
27/09/2018,"6,692.50",,,,,,
26/09/2018,"6,462.40",,,,,,
25/09/2018,"6,434.70",,,,,,
24/09/2018,"6,585.00",,,,,,
